brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings
Parx,Men Slim Fit Low-Rise Jeans,1139,2999,0.62,4,5
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Parx,Men Tapered Fit Jeans,1139,2999,0.62,4.4,8
Mast & Harbour,Men Baggy Fit Jeans,753,2599,0.71,3.8,61
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,3.8,61
MASCLN SASSAFRAS,Men Wide Leg Cotton Jeans,1124,2498,0.55,3.3,7
Celio,Men Slim Fit Heavy Fade Jeans,1000,2499,0.59,3.3,7
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1000,2499,0.59,3.3,7
HIGHLANDER,Men Skinny Fit Jeans,749,2499,17.5,4,113
Indian Terrain,Men Tapered Fit Jeans,1121,2199,0.49,4.4,25
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
WROGN,Men Tapered Fit Cotton Jeans,1119,3199,0.65,4.3,23
Harvard,Men Relax Tapered Fit Jeans,743,2399,0.69,3.7,57
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.7,57
GIORDANO,Men Slim Fit Jeans,809,2999,0.73,2.9,12
Being Human,Men Skinny Straight Fit Jeans,1109,2999,0.63,4.5,10
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
HIGHLANDER,Men Slim Fit Jeans,587,2099,0.72,4,120
Dennis Lingo,Men Straight Fit Jeans,1099,4399,0.75,4.3,21
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Canary London,Men Straight Fit Jeans,1079,3599,0.7,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Crimsoune Club,Men Blue Slim Fit Jeans,1079,2699,0.6,3.7,124
HIGHLANDER,Men Baggy Jeans,719,2549,18.3,3.3,71
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,719,2549,18.3,3.3,71
Lee,Men Slim Fit Cotton Jeans,1246,2899,0.57,4,35
Harvard,Men Slim Fit Jeans,730,1698,0.57,4,260
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
FUDE PRIDE,Baggy Stretchable Jeans,689,2999,0.77,4.6,5
Roadster,Men Straight Fit Jeans,689,2299,0.7,3.8,20
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,689,2299,0.7,3.8,20
HIGHLANDER,Men Straight Fit Jeans,1025,2699,0.62,3.4,7
Canary London,Men Skinny Fit Low-Rise Jeans,1024,4099,0.75,3.4,7
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
Canary London,Men Skinny Fit Fade Jeans,1024,4099,0.75,3.1,35
Roadster,Cotton Jogger-Style Jeans,659,2999,0.78,3.8,29
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Allen Cooper,Men Slim Fit Cotton Jeans,1014,3499,0.71,3.2,14
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1014,3499,0.71,3.2,14
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Flying Machine,Men Slim Fit Heavy Fade Jeans,999,1999,0.5,4,63
Flying Machine,Men Skinny Fit Jeans,999,1999,0.5,4.2,80
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.2,80
Cantabil,Men Cotton Regular Fit Jeans,999,3999,0.75,4.5,13
RJ Denim,Men Slim Fit Denim Jeans,998,3699,0.73,4.5,13
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,998,3699,0.73,4.5,13
Roadster,Men Slim Fit Jeans,664,1899,0.65,3.7,357
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
glitchez,Men Cotton Straight Fit Jeans,526,1699,0.69,4.2,130
STUDIO NEXX,Men Mid-Rise Jeans,989,2999,0.67,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
HIGHLANDER,Men Slim Fit Jeans,659,1699,10.4,3.4,134
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,659,1699,10.4,3.4,134
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
WROGN,Men Slim Fit Jeans,959,2399,0.6,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
Mast & Harbour,Men Slim Fit Jeans,959,2399,0.6,4.2,43
PARIS HAMILTON,Men Bootcut Jeans,959,1999,0.52,4.2,40
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Basics,Men Super Skinny Fit Jeans,949,1899,0.5,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Kook N Keech,Men Loose Baggy Fit Jeans,929,1499,0.38,3.6,93
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Roadster,Men Wide Leg Jeans,599,2999,0.8,3.3,64
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,599,2999,0.8,3.3,64
Kook N Keech,Men Loose Fit Jeans,671,1599,0.58,3.9,83
The Indian Garage Co,Men Acid Wash Dad Fit Jeans,671,2399,0.72,3.6,404
The Indian Garage Co,Men Slim Fit Jeans,671,2399,0.72,3.6,404
Parx,Men Skinny Fit Jeans,671,2399,0.72,3.6,404
glitchez,Men Straight Mid-Rise Jeans,579,1999,0.71,3.6,404
WROGN,Men Skinny Fit Mid-Rise Jeans,979,2799,0.65,3.8,42
HIGHLANDER,Straight Fit Cargo Jeans,969,3349,23.8,3.8,42
Roadster,Parachute Fit Jeans,959,2999,0.68,3.8,64
HERE&NOW,Men Bootcut Clean Look Jeans,909,2599,16.9,4.1,55
Kook N Keech,Men wide leg Jeans,623,1299,0.52,4.1,69
HERE&NOW,Men Slouchy Fit Jeans,929,2999,0.69,3.9,74
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Mast & Harbour,Men Relaxed Fit Jeans,804,2299,0.65,4.6,5
V-Mart,Men Regular Fit Cotton Jeans,804,2299,0.65,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,804,2299,0.65,4.6,5
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
Kook N Keech,Men Straight Fit Jeans,794,1499,0.47,4.2,86
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
HIGHLANDER,Men Grey Slim Fit Jeans,791,2199,0.64,3.7,52
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,791,2199,0.64,3.7,52
HIGHLANDER,Men Straight Fit Jeans,779,2599,18.2,4,137
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
WROGN,Men Slim Fit Mid-Rise Jeans,769,2199,0.65,4,63
WROGN,Men Slim Fit Mid-Rise Jeans,769,2199,0.65,4,63
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
WROGN,Men Slim Fit Jeans,769,2199,0.65,4,63
WROGN,Men Mid-Rise Slim Fit Jeans,769,2199,0.65,4,63
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,769,2199,0.65,4,63
HIGHLANDER,Men Tapered Fit Jeans,769,1799,10.3,3.8,196
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
V-Mart,Men Regular Fit Mid-Rise Jeans,759,799,0.05,4.2,130
Harvard,Men Slim Fit Jeans,753,1299,0.42,3.6,2200
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,3.6,2200
Duke,Men Slim Fit Jeans,750,1875,0.6,3.6,2200
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,750,1875,0.6,3.6,2200
Lee,Men Slim Fit Stretchable Jeans,1461,3399,0.57,4.4,9
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Flying Machine,Men Tapered Fit Jeans,1439,1999,0.28,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
Bene Kleed,Men Relaxed Fit Jeans,719,2999,0.76,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Lee,Men Clean Look Cotton Jeans,1418,3299,0.57,4.4,40
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Lee,Men Slim Fit Jeans,1418,3299,0.57,4.2,43
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Flying Machine,Men Super Skinny Fit Jeans,1439,1999,0.28,4.1,19
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1439,1999,0.28,4.1,19
Roadster,Men Cotton Straight Fit Jeans,524,2499,0.79,3.8,259
The Indian Garage Co,Men Slim Fit Jeans,799,1999,0.6,4.1,157
Kook N Keech,Men Pleated Bootcut Jeans,798,1699,0.53,3.9,89
Mast & Harbour,Men Jogger Jeans,782,2699,0.71,3.9,42
Roadster,Men Regular Fit Jeans,499,2499,0.8,3.6,68
Roadster,Men Relaxed Fit Jeans,599,1499,0.6,3.6,72
HIGHLANDER,Straight Fit Stretchable Jeans,743,2399,0.69,3.8,89
Roadster,Men Skinny Fit Jeans,461,2199,0.79,3.7,1000
Flying Machine,Men Slim Fit Jeans,1439,1999,0.28,4.4,21
Roadster,Men Skinny Fit Jeans,509,1499,0.66,3.8,367
Lee,Men Mid Rise Skinny Fit Jeans,1418,3299,0.57,4.4,47
WROGN,Men Relaxed Fit Jeans,1399,2499,0.44,4.5,53
Flying Machine,Men Slim Fit Jeans,1439,1999,0.28,4.5,53
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
WROGN,Men Anti Fit Jeans,1399,2499,0.44,3.9,27
FOREVER 21,Men Stretchable Jeans,1399,1999,0.3,3.2,16
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1399,1999,0.3,3.2,16
Mast & Harbour,Distressed Stretchable Jeans,699,2499,0.72,4.1,78
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
Urbano Fashion,Men Loose Fit Cargo Jeans,1394,3099,0.55,3.1,35
Urbano Fashion,Men Relaxed Fit Jeans,1394,3099,0.55,4.3,6
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Indian Terrain,Men Slim Fit Jeans,1394,3099,0.55,4.5,11
Indian Terrain,Men Skinny Fit Jeans,1425,3099,0.54,4.4,23
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1425,3099,0.54,4.4,23
Being Human,Men Slim Fit Mid-Rise Jeans,1385,3299,0.58,4.7,31
Monte Carlo,Men Slim Fit Jeans,1379,2299,0.4,4.7,31
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Levis,Men Slim Fit Jeans,1439,3199,0.55,4.3,68
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.3,68
Lee,Men Skinny Fit Cotton Jeans,1375,3199,0.57,4.3,81
Turtle,Men Cotton Tapered Fit Jeans,1349,2499,0.46,4.3,81
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1349,2499,0.46,4.3,81
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Being Human,Men Clean Look Jeans,1405,3699,0.62,4.8,11
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.8,11
Being Human,Men Slim Fit Mid Rise Jeans,1399,3499,0.6,4.8,11
SPYKAR,Men Skinny Fit Low-Rise Jeans,1364,3899,0.65,3.6,39
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1364,3899,0.65,3.6,39
R&B,Men Relaxed Fit Jeans,1359,1699,0.2,3.6,39
SPYKAR,Men Slim Fit Low-Rise Jeans,1189,3399,0.65,4.4,26
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
SPYKAR,Men Slim Fit Jeans,1189,3399,0.65,3.9,71
Lee,Men Heavy Fade Jeans,1418,3299,0.57,4,8
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4,8
Lee,Men Slim Fit Stretchable Jeans,1418,3299,0.57,4,72
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Lee,Men Cotton Slim Fit Jeans,1418,3299,0.57,4.2,20
Lee,Men Cotton Skinny Fit Jeans,1418,3299,0.57,4.4,51
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
StyleCast,Men Denim Jogger Jeans,1350,2549,0.47,3.8,16
Roadster,Men Slim Fit Jeans,519,1299,0.6,3.8,5600
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Canary London,MenLow-Rise Slim Fit Jeans,1349,2999,0.55,3.7,124
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1349,2999,0.55,3.7,124
Roadster,Men Pure Cotton Jeans,459,1999,0.77,4,58
Lee,Men Skinny Fit Low-Rise Jeans,1375,3199,0.57,3.9,53
Roadster,Men Bootcut Jeans,999,2499,0.6,4,86
HERE&NOW,Men Slim Fit Jeans,1374,2499,0.45,3.9,97
Harvard,Men Jogger Jeans,683,1798,0.62,3.9,1400
Lee,Men Mid Rise Slim Fit Jeans,1418,3299,0.57,3.4,7
Harvard,Men Stretchable Jeans,1349,2499,0.46,4.1,46
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Bewakoof,Men's Indigo Blue Washed Jeans,1299,3499,22,4.6,5
V-Mart,Men Slim Fit Jeans,1299,3499,22,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1299,3499,22,4.6,5
Bewakoof,Men Baggy Fit Jeans,1299,3399,21,4.6,5
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
BEAT LONDON by PEPE JEANS,Men Straight Fit Jeans,805,2599,0.69,3.1,35
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Pepe Jeans,Men Vapour Slim Fit Jeans,1299,3599,23,3.7,61
Pepe Jeans,Men Slim Fit Mid-Rise Jeans,1299,3599,23,3.7,59
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1299,3599,23,3.7,59
AD By Arvind,Men Skinny Fit Jeans,1117,2599,0.57,3.6,7
BEAT LONDON by PEPE JEANS,Men Straight Fit Jeans,1299,2599,13,4.2,77
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
BEAT LONDON by PEPE JEANS,Men Skinny Fit Jeans,1299,2799,15,3.9,74
BEAT LONDON by PEPE JEANS,Men Tapered Fit Low-Rise Jeans,1299,2399,11,4.3,140
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.3,140
Being Human,Men Skinny Fit Jeans,1331,3699,0.64,4,34
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1331,3699,0.64,4,34
Being Human,Men Low Distress Jeans,1294,3499,0.63,4.2,43
Cantabil,Men Cotton Stretchable Jeans,1294,3699,0.65,4,27
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
SPYKAR,Men Slim Fit Low-Rise Jeans,1294,3699,0.65,3.4,15
SPYKAR,Men Slim Fit Jeans,1294,3699,0.65,4,44
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4,44
Roadster,Men Relaxed Fit Jeans,1220,3299,0.63,3.9,22
Being Human,Men Slim Fit Jeans,1319,3299,0.6,4.1,71
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1319,3299,0.6,4.1,71
Dennis Lingo,Men Relaxed Fit Cotton Jeans,1286,3899,26.13,4,154
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
Flying Machine,Men Slim Fit Stretchable Jeans,1549,2499,0.38,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Canary London,Men Straight Fit Jeans,1259,3599,0.65,3.6,5
SPYKAR,Men Skinny Fit Jeans,1259,3599,0.65,4.1,44
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
SIMON CARTER LONDON,Men Slim Fit Jeans,1259,3599,0.65,3.8,16
WROGN,Men Slim Fit Jeans,1253,2199,0.43,4,154
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Crimsoune Club,Heavy Fade Stretchable Jeans,1249,2499,0.5,3.7,124
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1249,2499,0.5,3.7,124
Arrow Sport,Men Slim Fit Jeans,1170,2599,0.54,4.6,39
Pepe Jeans,Men Tapered Vapour Slim Jeans,1299,3599,23,4.2,76
WROGN,Men Slim Fit Jeans,1297,2199,0.41,3.9,47
Being Human,Men Skinny Fit Jeans,1319,3299,0.6,4.6,39
Being Human,Men Skinny Fit Jeans,1319,3299,0.6,4.1,28
SPYKAR,Men Super Skinny Fit Low-Rise Jeans,1119,3199,0.65,4.1,83
Aeropostale,Men Slim Fit Jeans,1259,2999,0.58,4.5,66
Harvard,Men Skinny Fit Jeans,626,1898,0.67,3.8,378
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
StyleCast x Revolte,Men Mid-Rise Jeans,1249,2499,0.5,2.5,10
DILLINGER,Men Baggy Fit Jeans,1249,4999,0.75,3.4,16
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1249,4999,0.75,3.4,16
Forca by Lifestyle,Men Skinny Fit Jeans,1249,2499,0.5,3.4,16
Crimsoune Club,Men Slim Fit Stretchable Jeans,1249,2499,0.5,3.4,16
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
WAIMEA,Men Skinny Fit Jeans,1249,4999,0.75,4.5,11
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Lee,Men Slim Fit Jeans,1246,2899,0.57,4.1,39
Flying Machine,Men Tapered Fit Low-Rise Jeans,1239,1999,0.38,4.2,31
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1239,1999,0.38,4.2,31
WROGN,Men Heavy Fade Jeans,1231,2199,0.44,4.1,52
WROGN,Men Skinny Fit Jeans,1231,2199,0.44,4.1,56
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Wrangler,Men Slim Fit Low-Rise Jeans,1229,2999,0.59,4.2,23
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.2,23
WROGN,Men Jeans,1224,3499,0.65,3.9,89
SPYKAR,Men Jeans,1224,3499,0.65,4.5,27
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1224,3499,0.65,4.5,27
Celio,Men Slim Fit Jeans,1224,3499,0.65,3.5,17
Roadster,Men Slim Tapered Fit Jeans,883,2599,0.66,4.1,104
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
CINOCCI,Men Slim Fit Stretchable Jeans,1221,2599,0.53,3.7,7
Being Human,Men Mid-Rise Denim Jogger,1253,3299,0.62,4.5,83
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.5,83
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2309,3499,0.34,4.5,83
HIGHLANDER,Men Slim Fit Jeans,607,1899,0.68,3.9,938
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Aeropostale,Men Baggy Light Fade Jeans,1208,3099,0.61,4,24
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,4,24
R&B,Men Mid-Rise Jeans,1199,1499,0.2,4,24
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
AFLASH,Men Relaxed Fit Cotton Jeans,1199,3999,28,4.1,25
FUGAZEE,Men Flared Jeans,1199,3999,0.7,2.8,6
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Being Human,Men Slim Fit Mid Rise Jeans,1199,2999,0.6,3.8,10
Celio,Men Jean Heavy Fade Jeans,1199,2999,0.6,4.4,19
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Celio,Men Light Fade Jeans,1199,2999,0.6,4.2,37
Passion,Men Mid-Rise Stretchable Jeans,1199,2899,17,3,12
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1199,2899,17,3,12
Aeropostale,Men Relaxed Fit Jeans,1247,3199,0.61,4.5,45
Wrangler,Men Skinny Fit Low-Rise Jeans,1229,2999,0.59,4.7,29
Being Human,Men Light Fade Jeans,1220,3699,0.67,4.3,59
Mast & Harbour,Men Bootcut Stretchable Jeans,1218,2299,0.47,4.1,59
Being Human,Men Slim Fit Stretchable Jeans,1215,3199,0.62,4.3,67
TIM PARIS,Men Clean Look Cotton Jeans,1207,3449,0.65,4.3,6
TIM PARIS,Men Cotton Relaxed Fit Jeans,1207,3449,0.65,2.6,5
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Urbano Plus,Men Mid-Rise Jeans,1149,2299,0.5,4,11
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1149,2299,0.5,4,11
Urbano Plus,Men's Grey Slim Fit Jogger,1139,1899,0.4,4,11
Parx,Men Slim Tapered Fit Jeans,1139,2999,0.62,4.7,6
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
Parx,Men Regular Fit Cotton Jeans,1139,2999,0.62,4.4,8
Flying Machine,Men Skinny Fit Cotton Jeans,1127,2399,0.53,4.4,8
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Indian Terrain,Men Skinny Fit Jeans,1124,2499,0.55,4,11
Flying Machine,Men Tapered Fit Jeans,1124,2499,0.55,4,11
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1124,2499,0.55,4,11
SPYKAR,Light Fade Pure Cotton Jeans,1063,2799,0.62,3.9,29
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
WROGN,Men Heavy Fade Cotton Jeans,1119,3199,0.65,4.5,34
WROGN,Men Slim Fit Jeans,1119,1999,0.44,4.1,202
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4.1,202
SPYKAR,Men Super Skinny Fit Low-Rise Jeans,1119,3199,0.65,4.2,110
WROGN,Men Skinny Fit Jeans,1119,2799,0.6,4,64
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1119,2799,0.6,4,64
Being Human,Men Jeans,1133,2699,0.58,4,64
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Harvard,Men Stretchable Jeans,1099,2499,0.56,4.3,37
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.3,37
FUBAR,Men Slim Fit Heavy Fade Jeans,599,2499,19,4,44
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,599,2499,19,4,44
American Archer,Men Skinny Fit Low-Rise Jeans,1079,3599,0.7,4,44
Crimsoune Club,Men Slim Fit Stretchable Jeans,1079,2699,0.6,4,44
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Crimsoune Club,Men Slim Fit Stretchable Jeans,1079,2699,0.6,3.9,31
Crimsoune Club,Men Stretchable Jeans,1079,2699,0.6,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
HIGHLANDER,Men Tapered Fit Jeans,1063,1899,0.44,3.7,7000
Duke,Men Cotton Heavy Fade Jeans,1059,2649,0.6,3.7,7000
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Duke,Regular Fit Stretchable Jeans,1050,2625,0.6,4.4,5
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
MASCLN SASSAFRAS,Men Relaxed Fit Jeans,1049,2498,0.58,3.8,16
Greenfibre,Men Slim Fit Jeans,1049,2099,0.5,3.8,16
FUGAZEE,Men Relaxed Fit Jeans,2099,3499,0.4,3.7,124
Roadster,Men Relaxed Fit Jeans,1019,2999,0.66,3.8,12
HERE&NOW,Men Stretchable Jeans,1049,2499,0.58,3.7,124
United Colors of Benetton,Men Anti Fit Mid-Rise Jeans,1049,2499,0.58,3.7,124
Peter England Casuals,Men Skinny Fit Jeans,1149,2299,0.5,4,15
WROGN,Men Slim Fit Jeans,1119,1999,0.44,4.2,40
TIM PARIS,Men Slim Fit Mid-Rise Jeans,1102,3149,0.65,4.2,40
Blue Buddha,Men Skinny Fit Jeans,1102,3149,0.65,4.2,40
French Connection,Men Pure Cotton Jeans,1079,2999,0.64,4,81
Urbano Plus,Men Jeans,1079,2999,0.64,4,81
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
Canary London,Men Skinny Fit Low-Rise Jeans,1024,4099,0.75,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1024,4099,0.75,4.6,5
Kook N Keech,Men Straight Fit  Jeans,1019,1499,0.32,4,66
Duke,Men Slim Fit Stretchable Jeans,1019,2549,0.6,4.1,10
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
SPYKAR,Men Slim Fit Jeans,1014,2899,0.65,4,13
SPYKAR,Men Slim Fit Jeans,1014,2899,0.65,3.8,13
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Urbano Plus,Men Jeans,1002,1699,0.41,4,8
Stylecast X Kotty,Men Straight Fit Jeans,699,1999,0.65,4,8
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,699,1999,0.65,4,8
Duke,Men Straight Fit Jeans,999,1999,0.5,4,8
MM-21,Men Loose Cargo Styles Jeans,999,2499,0.6,3.6,8
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
W.T.F - Witnessing True Fashion,Men Relaxed Fit Mid Rise Jeans,999,4399,34,3.6,13
MEGHZ,Men Slim Fit Stretchable Jeans,949,3499,0.72,3.6,13
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,3.6,13
Chennis,Men Tapered Fit Jeans,999,2499,0.6,3.6,13
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,999,2499,0.6,3.6,13
Thomas Scott,Men Jeans,999,3499,25,4.1,16
Crimsoune Club,Men Skinny Fit Jeans,999,2499,0.6,4.1,16
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Crimsoune Club,Men Slim Fit Cotton Jeans,999,2499,0.6,4.2,130
Crimsoune Club,Men Skinny Fit Jeans,999,2499,0.6,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
Crimsoune Club,Men Slim Fit Light Fade Jeans,999,2499,0.6,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,999,2499,0.6,4.2,130
Thomas Scott,Men Slim Fit Stretchable Jeans,999,3799,28,3.8,10
Passion,Men Slim Fit Cotton Jeans,999,2799,18,3.8,10
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Cantabil,Men Stretchable Cotton Jeans,999,3999,0.75,4.2,66
Urbano Fashion,Men Cotton Jeans,999,1999,0.5,3.6,55
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.6,55
Cantabil,Men Light Fade Jeans,999,3999,0.75,4.2,6
Mast & Harbour,Men Slim Fit Jeans,999,1999,0.5,4,553
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
Mast & Harbour,Men Slim Fit Low-Rise Jeans,989,3299,0.7,4,31
